data;

set NODES := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
			v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16;

/*
1: Pam
2: Jim
3: Dwight
4: Michael
5: Erin
6: Oscar
7: Andy
8: Creed
9: Kevin
10: Angela
11: Phyllis
12: Holly
13: Kelly
14: Stanley
15: Ryan
16: Meredith
*/

/*
2 = Not Compatible
7 = Compatible
10 = Highly Compatible
*/


set ARCS :=      
	(1,*)		v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16
	(2,*)	v1		v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16
	(3,*)	v1	v2		v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16
	(4,*)	v1	v2	v3		v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16
	(5,*)	v1	v2	v3	v4		v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16
	(6,*)	v1	v2	v3	v4	v5		v7	v8	v9	v10	v11	v12	v13	v14	v15	v16
	(7,*)	v1	v2	v3	v4	v5	v6		v8	v9	v10	v11	v12	v13	v14	v15	v16
	(8,*)	v1	v2	v3	v4	v5	v6	v7		v9	v10	v11	v12	v13	v14	v15	v16
	(9,*)	v1	v2	v3	v4	v5	v6	v7	v8		v10	v11	v12	v13	v14	v15	v16
	(10,*)	v1	v2	v3	v4	v5	v6	v7	v8	v9		v11	v12	v13	v14	v15	v16
	(11,*)	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10		v12	v13	v14	v15	v16
	(12,*)	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11		v13	v14	v15	v16
	(13,*)	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12		v14	v15	v16
	(14,*)	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13		v15	v16
	(15,*)	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14		v16
	(16,*)	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	
	 ;


param c: 	v1      v2    v3     v4      v5     v6    v7     v8     v9    v10    v11   v12   v13    v14   v15   v16 :=
    1        .      10     7      7      7      7      7      2      7     2      7     7     7     2     2     2
    2        10     .      7      7      7      7      7      2      7     2      7     7     2     7     7     2
    3        7      7      .      7      2      2      2      2      2     10     2     2     2     2     7     2
    4        7      7      7      .      7      2      10     2      2     2      2     10    2     2     7     2
    5        7      7      2      7      .      7      10     2      7     7      7     7     7     2     7     2
    6        7      7      2      2      7      .      2      2      2     7      7     7     2     2     2     2
    7        7      7      2      10     10     2      .      2      7     2      2     7     2     2     7     2
    8        2      2      2      2      2      2      2      .      2     2      2     2     2     2     2     10
    9        7      7      2      2      7      2      7      2      .     2      7     2     2     7     2     7
    10       2      2      10     2      7      7      2      2      2     .      2     2     2     2     2     2
    11       7      7      2      2      7      7      2      2      7     2      .     7     7     10    2     7
    12       7      7      2      10     7      7      7      2      2     2      7     .     7     2     2     2
    13       7      2      2      2      7      2      2      2      2     2      7     7     .     2     10    2
    14       2      7      2      2      2      2      2      2      7     2      10    2     2     .     2     2
    15       2      7      7      7      7      2      7      2      2     2      2     2     10    2     .     2
    16       2      2      2      2      2      2      2      10     7     2      7     2     2     2     2     .;
    
param b:=
	1	1
	2	1
	3	1
	4	1
	5	1
	6	1
	7	1
	8	1
	9	1
	10	1
	11	1
	12	1
	13	1
	14	1	
	15	1	
	16	1
	v1	-1
	v2	-1
	v3	-1
	v4	-1
	v5	-1
	v6	-1
	v7	-1
	v8	-1
	v9	-1
	v10	-1
	v11	-1
	v12	-1
	v13	-1
	v14	-1	
	v15	-1	
	v16	-1;    
    
